estado;total_moradores;tipo_local;num_comodos;problemas_recentes;saude;peso;altura
Sergipe;2;Urbano;8;Não;Regular;060.0;159
Pará;4;Urbano;5;Não;#N/D;;
Piauí;1;Rural;5;Não;Boa;081.0;176
Pernambuco;3;Urbano;6;Não;#N/D;;
Paraná;4;Urbano;6;Não;#N/D;;
Rio Grande do Norte;5;Urbano;8;Não;#N/D;;
Pernambuco;5;Urbano;5;Não;#N/D;;
Pará;4;Urbano;4;Não;#N/D;;
Pernambuco;2;Rural;6;Não;Regular;074.0;170
Maranhão;4;Urbano;5;Não;#N/D;;
Maranhão;2;Rural;7;Não;#N/D;;
Alagoas;5;Urbano;7;Não;#N/D;;
Alagoas;3;Urbano;6;Não;Boa;080.0;173
Amazonas;2;Rural;3;Não;Boa;064.0;174
Distrito Federal;4;Urbano;8;Não;#N/D;;
Pernambuco;4;Urbano;6;Não;#N/D;;
Mato Grosso;2;Rural;3;Não;Boa;076.0;155
Pará;3;Rural;3;Não;#N/D;;
Amapá;5;Rural;5;Não;#N/D;;
Mato Grosso;3;Rural;5;Não;#N/D;;
Amapá;6;Urbano;8;Não;#N/D;;
Alagoas;4;Rural;5;Sim;#N/D;;
Mato Grosso;7;Urbano;10;Não;Regular;037.0;160
Rio Grande do Sul;6;Rural;7;Não;#N/D;;
Rio de Janeiro;5;Urbano;5;Não;#N/D;;
Distrito Federal;4;Urbano;6;Não;#N/D;;
Rio de Janeiro;4;Urbano;7;Não;#N/D;;
Minas Gerais;4;Urbano;5;Não;Boa;047.0;161
Bahia;3;Urbano;4;Sim;#N/D;;
Espírito Santo;5;Urbano;6;Não;#N/D;;
Piauí;5;Urbano;7;Sim;#N/D;;
Ceará;4;Urbano;11;Não;Boa;041.0;168
Alagoas;3;Urbano;6;Não;#N/D;;
Paraná;2;Rural;5;Não;#N/D;;
Distrito Federal;;Urbano;;;#N/D;;
Santa Catarina;3;Urbano;6;Não;#N/D;;
Pernambuco;4;Urbano;5;Não;#N/D;;
Ceará;5;Urbano;6;Sim;#N/D;;
Paraná;1;Urbano;8;Não;Muito boa;062.0;175
Sergipe;4;Rural;5;Não;#N/D;;
Ceará;4;Urbano;7;Não;Regular;066.0;153
Rondônia;4;Urbano;6;Não;#N/D;;
Alagoas;4;Urbano;6;Não;#N/D;;
Minas Gerais;2;Urbano;5;Não;#N/D;;
Espírito Santo;4;Rural;5;Não;Boa;067.0;170
Bahia;5;Urbano;7;Não;#N/D;;
São Paulo;3;Urbano;5;Não;#N/D;;
Pará;3;Urbano;4;Não;#N/D;;
Paraíba;3;Urbano;5;Não;#N/D;;
Rio de Janeiro;1;Urbano;7;Não;Boa;074.0;167
Ceará;11;Urbano;8;Não;#N/D;;
Bahia;3;Urbano;5;Não;#N/D;;
Sergipe;5;Urbano;7;Não;Ruim;098.0;170
Pernambuco;3;Urbano;7;Não;#N/D;;
Paraná;3;Urbano;6;Não;#N/D;;
Paraíba;2;Urbano;6;Não;Ruim;;
Acre;7;Rural;5;Não;#N/D;;
Santa Catarina;4;Urbano;9;Não;Regular;059.0;170
Rio Grande do Norte;3;Urbano;7;Não;Boa;;160
Tocantins;5;Urbano;7;Não;#N/D;;
Ceará;3;Rural;7;Não;Boa;087.0;
Amapá;8;Urbano;7;Não;#N/D;;
Rondônia;3;Rural;4;Sim;#N/D;;
Ceará;1;Urbano;5;Não;Boa;073.0;163
Amazonas;8;Urbano;7;Não;#N/D;;
Roraima;1;Rural;5;Não;Boa;071.0;
Rondônia;4;Urbano;9;Não;#N/D;;
Minas Gerais;;Urbano;;;#N/D;;
Alagoas;4;Rural;7;Sim;Boa;077.0;162
Espírito Santo;3;Urbano;6;Sim;#N/D;;
Espírito Santo;7;Urbano;5;Não;#N/D;;
Rondônia;3;Urbano;6;Não;#N/D;;
Maranhão;13;Rural;4;Não;#N/D;;
Rondônia;3;Urbano;9;Não;#N/D;;
Rondônia;2;Urbano;6;Não;#N/D;;
São Paulo;4;Urbano;5;Não;Ruim;122.0;178
Santa Catarina;5;Urbano;6;Não;#N/D;;
Rio Grande do Norte;;Urbano;;;#N/D;;
Alagoas;4;Urbano;6;Não;#N/D;;
Ceará;4;Urbano;8;Não;#N/D;;
São Paulo;3;Urbano;7;Não;#N/D;;
Maranhão;;Rural;;;#N/D;;
Paraíba;3;Urbano;5;Não;#N/D;;
Espírito Santo;1;Urbano;7;Não;Muito boa;069.0;157
Paraná;6;Urbano;8;Não;Boa;085.0;158
Rio Grande do Norte;3;Rural;5;Não;#N/D;;
Goiás;6;Urbano;7;Não;Muito ruim;068.0;168
Pernambuco;6;Urbano;11;Não;Regular;067.0;160
Amapá;5;Urbano;8;Sim;#N/D;;
Amazonas;5;Urbano;4;Sim;Boa;064.0;
São Paulo;5;Urbano;7;Não;#N/D;;
Mato Grosso do Sul;4;Urbano;4;Não;Regular;078.0;157
Minas Gerais;;Urbano;;;#N/D;;
Rio Grande do Sul;2;Rural;10;Não;Boa;078.0;154
Rio Grande do Sul;2;Urbano;6;Não;#N/D;;
Maranhão;3;Rural;6;Não;Regular;073.0;165
Acre;7;Urbano;5;Não;#N/D;;
Ceará;3;Urbano;6;Não;#N/D;;
Bahia;4;Rural;6;Não;#N/D;;
Pernambuco;1;Urbano;7;Não;Regular;;
Paraíba;3;Urbano;12;Não;Boa;074.0;157
Piauí;3;Urbano;7;Não;#N/D;;
Rio Grande do Sul;2;Urbano;7;Não;Boa;064.0;175
Amazonas;7;Rural;9;Não;#N/D;;
Maranhão;5;Urbano;4;Não;Regular;072.0;165
Amazonas;7;Rural;4;Não;#N/D;;
São Paulo;4;Urbano;4;Não;#N/D;;
Ceará;4;Urbano;8;Sim;#N/D;;
Paraná;6;Urbano;9;Não;Boa;070.0;167
Maranhão;;Urbano;;;#N/D;;
Pará;2;Urbano;7;Não;Boa;073.0;160
Acre;3;Rural;4;Não;#N/D;;
Maranhão;5;Urbano;5;Não;#N/D;;
Rio Grande do Sul;5;Rural;7;Não;#N/D;;
Pará;7;Rural;4;Não;#N/D;;
Pernambuco;4;Urbano;12;Não;#N/D;;
Pará;2;Rural;3;Não;#N/D;;
Acre;6;Urbano;5;Não;#N/D;;
Pernambuco;6;Rural;7;Não;#N/D;;
Mato Grosso;4;Urbano;5;Não;#N/D;;
Amapá;9;Urbano;8;Não;Boa;080.0;170
Minas Gerais;3;Urbano;10;Não;#N/D;;
Rio de Janeiro;6;Urbano;6;Não;#N/D;;
Pernambuco;;Urbano;;;#N/D;;
Sergipe;5;Urbano;7;Não;Boa;080.0;162
Roraima;4;Rural;5;Não;#N/D;;
Mato Grosso do Sul;3;Urbano;6;Não;#N/D;;
Espírito Santo;2;Urbano;5;Não;Boa;;
Ceará;3;Urbano;4;Não;#N/D;;
Pernambuco;4;Rural;5;Não;#N/D;;
Rondônia;4;Urbano;6;Não;#N/D;;
Mato Grosso do Sul;2;Urbano;8;Não;#N/D;;
Espírito Santo;3;Urbano;7;Não;#N/D;;
Santa Catarina;3;Rural;6;Não;#N/D;;
São Paulo;5;Rural;6;Não;#N/D;;
Alagoas;4;Urbano;4;Não;#N/D;;
Pernambuco;3;Urbano;6;Não;#N/D;;
Roraima;5;Urbano;4;Não;Boa;047.0;157
Maranhão;6;Rural;5;Não;#N/D;;
Bahia;1;Urbano;5;Não;Boa;058.0;
Ceará;4;Urbano;6;Não;Regular;110.0;180
Amazonas;7;Rural;5;Não;#N/D;;
Acre;4;Rural;4;Não;#N/D;;
São Paulo;;Urbano;;;#N/D;;
Minas Gerais;3;Rural;7;Não;#N/D;;
Minas Gerais;2;Urbano;12;Não;#N/D;;
Rio Grande do Sul;;Urbano;;;#N/D;;
Pará;7;Rural;3;Não;#N/D;;
Tocantins;5;Urbano;3;Não;#N/D;;
Pernambuco;7;Urbano;4;Não;#N/D;;
Pernambuco;2;Rural;7;Não;#N/D;;
Sergipe;2;Rural;6;Não;#N/D;;
Maranhão;8;Urbano;4;Não;Regular;048.0;151
Ceará;6;Urbano;5;Não;#N/D;;
Roraima;4;Urbano;6;Não;#N/D;;
Santa Catarina;3;Urbano;7;Não;#N/D;;
Rio Grande do Norte;4;Urbano;7;Não;#N/D;;
Rio Grande do Norte;3;Urbano;13;Não;#N/D;;
Rondônia;2;Rural;5;Sim;Regular;062.0;172
Ceará;4;Urbano;5;Não;#N/D;;
Santa Catarina;2;Urbano;13;Não;#N/D;;
Maranhão;4;Urbano;6;Não;#N/D;;
Ceará;4;Urbano;6;Sim;#N/D;;
Pernambuco;2;Urbano;5;Não;Regular;055.0;172
Ceará;5;Rural;5;Não;#N/D;;
Mato Grosso;5;Urbano;5;Não;#N/D;;
Bahia;6;Rural;7;Não;#N/D;;
Santa Catarina;2;Urbano;6;Sim;#N/D;;
Rio Grande do Sul;3;Urbano;6;Não;#N/D;;
Minas Gerais;6;Rural;7;Não;Boa;065.0;
Pernambuco;5;Urbano;8;Não;#N/D;;
Paraná;4;Urbano;5;Não;#N/D;;
Distrito Federal;;Urbano;;;#N/D;;
Paraná;4;Urbano;11;Não;#N/D;;
Mato Grosso;6;Urbano;4;Não;#N/D;;
Rio de Janeiro;6;Urbano;8;Não;#N/D;;
Mato Grosso do Sul;2;Rural;6;Não;#N/D;;
Pará;6;Rural;4;Não;#N/D;;
Mato Grosso;3;Urbano;4;Não;Regular;063.0;161
Goiás;3;Rural;7;Não;Muito boa;068.0;
Pará;3;Rural;6;Não;#N/D;;
Ceará;3;Urbano;8;Não;Muito boa;079.0;163
Rio de Janeiro;8;Urbano;5;Não;#N/D;;
Ceará;6;Urbano;5;Não;#N/D;;
São Paulo;4;Urbano;11;Não;#N/D;;
Espírito Santo;3;Urbano;8;Não;Boa;061.0;165
Paraná;5;Urbano;6;Não;#N/D;;
Ceará;7;Rural;8;Não;#N/D;;
Bahia;2;Urbano;6;Não;#N/D;;
Paraná;3;Urbano;5;Não;#N/D;;
Amazonas;5;Urbano;4;Não;#N/D;;
Pernambuco;3;Urbano;5;Não;Boa;063.0;161
Pará;3;Urbano;6;Não;Boa;078.0;164
Minas Gerais;5;Urbano;8;Não;#N/D;;
Piauí;5;Rural;8;Não;#N/D;;
Alagoas;3;Urbano;7;Não;Regular;056.0;
Paraná;2;Urbano;7;Não;Boa;078.0;170
Ceará;;Urbano;;;#N/D;;
Pará;5;Urbano;8;Não;#N/D;;
São Paulo;3;Urbano;6;Não;Muito boa;067.0;178
Amazonas;4;Urbano;6;Não;#N/D;;
Bahia;3;Urbano;4;Não;#N/D;;
Espírito Santo;;Urbano;;;#N/D;;
Minas Gerais;4;Urbano;6;Não;Regular;075.0;163
Distrito Federal;3;Urbano;6;Não;#N/D;;
Roraima;4;Urbano;9;Não;#N/D;;
Santa Catarina;3;Urbano;6;Não;#N/D;;
Pernambuco;3;Urbano;3;Não;#N/D;;
Rio de Janeiro;3;Urbano;4;Não;#N/D;;
Sergipe;2;Rural;5;Não;#N/D;;
São Paulo;5;Rural;7;Sim;#N/D;;
Paraíba;3;Urbano;6;Não;Ruim;051.0;160
Pará;2;Rural;8;Não;#N/D;;
Rondônia;4;Urbano;3;Não;#N/D;;
Rio Grande do Sul;5;Urbano;9;Não;Boa;054.0;154
Ceará;9;Rural;8;Não;#N/D;;
Alagoas;4;Urbano;6;Não;#N/D;;
Pará;2;Rural;5;Não;#N/D;;
Rio Grande do Norte;2;Urbano;3;Não;#N/D;;
Sergipe;3;Urbano;5;Não;Regular;075.0;165
Ceará;3;Urbano;7;Não;#N/D;;
Maranhão;4;Rural;5;Sim;Muito boa;073.0;
Tocantins;5;Urbano;4;Não;#N/D;;
Bahia;3;Urbano;6;Não;Boa;069.0;167
Goiás;;Rural;;;#N/D;;
Acre;6;Urbano;5;Não;#N/D;;
Minas Gerais;5;Rural;6;Não;#N/D;;
Pernambuco;6;Rural;7;Não;#N/D;;
Tocantins;3;Urbano;11;Não;Boa;070.0;154
Ceará;4;Urbano;8;Não;#N/D;;
Paraíba;2;Rural;6;Não;Regular;058.0;
Goiás;5;Rural;7;Não;#N/D;;
Pará;4;Urbano;6;Não;Muito boa;078.0;173
Acre;4;Rural;5;Sim;#N/D;;
Paraná;;Rural;;;#N/D;;
Pernambuco;6;Urbano;6;Não;Regular;;
Alagoas;2;Urbano;6;Não;Boa;062.0;165
Minas Gerais;3;Rural;5;Não;#N/D;;
Roraima;5;Rural;4;Não;Boa;105.0;170
São Paulo;2;Rural;6;Sim;Regular;090.0;165
Espírito Santo;5;Urbano;7;Não;#N/D;;
Minas Gerais;4;Urbano;5;Não;#N/D;;
Rio de Janeiro;5;Urbano;8;Não;#N/D;;
Acre;3;Urbano;7;Não;#N/D;;
Piauí;2;Urbano;4;Sim;Regular;058.0;165
Acre;5;Rural;7;Não;#N/D;;
Acre;4;Rural;6;Não;#N/D;;
Ceará;4;Urbano;6;Não;#N/D;;
São Paulo;3;Urbano;4;Não;#N/D;;
Rio Grande do Sul;3;Urbano;10;Sim;#N/D;;
Roraima;7;Rural;5;Não;#N/D;;
Alagoas;3;Rural;5;Não;#N/D;;
Rio de Janeiro;4;Urbano;3;Não;Boa;054.0;
Mato Grosso do Sul;6;Urbano;6;Não;#N/D;;
Tocantins;4;Urbano;4;Sim;Regular;;
Goiás;3;Urbano;6;Não;#N/D;;
Sergipe;3;Urbano;6;Não;Boa;062.0;159
Rio de Janeiro;2;Urbano;7;Não;#N/D;;
São Paulo;;Urbano;;;#N/D;;
Maranhão;5;Urbano;5;Não;Boa;093.0;175
Paraíba;4;Rural;6;Sim;Ruim;064.0;
Sergipe;3;Urbano;10;Não;#N/D;;
Goiás;5;Urbano;9;Não;#N/D;;
Roraima;7;Urbano;5;Não;#N/D;;
Goiás;3;Urbano;10;Não;#N/D;;
Mato Grosso do Sul;2;Urbano;7;Não;#N/D;;
Maranhão;7;Rural;6;Não;#N/D;;
Pernambuco;1;Urbano;6;Sim;Regular;088.0;
São Paulo;3;Urbano;3;Não;#N/D;;
Amazonas;6;Rural;1;Não;Regular;077.0;163
Rio Grande do Norte;1;Urbano;2;Não;Boa;100.0;167
Amazonas;2;Urbano;5;Não;Regular;060.0;169
Mato Grosso;2;Urbano;5;Não;Muito boa;059.0;169
Rio Grande do Norte;5;Rural;6;Não;#N/D;;
Piauí;5;Urbano;7;Não;#N/D;;
Amapá;;Urbano;;;#N/D;;
Rio de Janeiro;4;Urbano;5;Sim;#N/D;;
Paraíba;1;Urbano;7;Não;Boa;086.5;181
Ceará;3;Urbano;5;Não;#N/D;;
Mato Grosso;2;Urbano;4;Sim;#N/D;;
Paraná;5;Urbano;6;Não;Regular;078.0;170
Rio Grande do Sul;2;Urbano;6;Não;Regular;076.0;163
Mato Grosso;5;Urbano;10;Não;#N/D;;
Paraná;4;Urbano;4;Não;#N/D;;
Espírito Santo;3;Urbano;6;Não;#N/D;;
Santa Catarina;3;Urbano;5;Não;Regular;103.0;176
Paraíba;4;Urbano;4;Não;#N/D;;
São Paulo;3;Urbano;4;Não;Boa;084.0;179
Roraima;;Urbano;;;#N/D;;
Rio Grande do Norte;6;Urbano;7;Não;Regular;069.0;
São Paulo;2;Urbano;4;Não;#N/D;;
Espírito Santo;2;Urbano;5;Não;Regular;062.0;158
Paraná;2;Urbano;10;Não;Boa;057.0;173
Sergipe;3;Urbano;6;Não;#N/D;;
Bahia;4;Urbano;8;Não;#N/D;;
Minas Gerais;5;Urbano;7;Não;#N/D;;
Rio de Janeiro;1;Urbano;3;Não;Regular;130.0;180
Mato Grosso do Sul;3;Urbano;5;Não;#N/D;;
Minas Gerais;2;Urbano;5;Não;#N/D;;
Goiás;2;Urbano;8;Não;#N/D;;
Pará;6;Rural;3;Não;#N/D;;
Paraíba;4;Urbano;7;Não;#N/D;;
Santa Catarina;3;Urbano;4;Não;#N/D;;
Pará;3;Rural;10;Não;#N/D;;
Rio Grande do Sul;4;Rural;7;Não;#N/D;;
Paraná;3;Urbano;5;Não;Boa;068.0;163
Bahia;4;Urbano;5;Não;#N/D;;
Pernambuco;3;Urbano;7;Não;#N/D;;
Acre;3;Rural;5;Não;#N/D;;
Minas Gerais;7;Urbano;7;Não;#N/D;;
Sergipe;2;Urbano;5;Não;#N/D;;
Distrito Federal;3;Urbano;5;Não;Boa;090.0;187
Rondônia;5;Urbano;5;Sim;#N/D;;
Paraná;5;Rural;5;Não;#N/D;;
Acre;2;Rural;4;Não;Regular;062.0;170
Rio Grande do Sul;5;Urbano;10;Não;#N/D;;
Pará;4;Rural;4;Não;#N/D;;
Rio de Janeiro;8;Urbano;4;Não;#N/D;;
Sergipe;3;Urbano;7;Não;#N/D;;
Minas Gerais;4;Urbano;7;Não;#N/D;;
Alagoas;3;Urbano;7;Não;#N/D;;
São Paulo;2;Urbano;3;Não;Boa;;170
Pará;1;Urbano;6;Não;Ruim;072.0;156
Goiás;3;Urbano;6;Não;Boa;070.0;172
Goiás;5;Urbano;7;Não;#N/D;;
Ceará;5;Rural;4;Não;Boa;062.0;168
Acre;2;Urbano;7;Não;#N/D;;
Bahia;4;Urbano;6;Não;#N/D;;
Maranhão;6;Urbano;11;Não;#N/D;;
Bahia;5;Urbano;5;Não;#N/D;;
Ceará;5;Urbano;9;Não;#N/D;;
Goiás;1;Rural;7;Não;Boa;051.0;165
Bahia;3;Urbano;6;Não;#N/D;;
Paraná;3;Urbano;6;Não;#N/D;;
Maranhão;4;Rural;5;Não;#N/D;;
Acre;4;Urbano;3;Não;#N/D;;
Tocantins;5;Urbano;11;Não;#N/D;;
Maranhão;3;Urbano;4;Não;#N/D;;
São Paulo;4;Urbano;5;Não;#N/D;;
Ceará;2;Urbano;7;Não;Regular;080.0;172
Tocantins;3;Urbano;7;Não;#N/D;;
Rio de Janeiro;4;Urbano;6;Não;#N/D;;
Paraíba;4;Urbano;4;Não;#N/D;;
São Paulo;5;Urbano;4;Não;#N/D;;
São Paulo;2;Urbano;4;Sim;#N/D;;
Maranhão;7;Rural;4;Não;#N/D;;
Rio Grande do Sul;1;Rural;7;Não;Regular;085.0;177
Pará;4;Urbano;5;Não;#N/D;;
Bahia;3;Rural;6;Não;#N/D;;
Amazonas;8;Urbano;7;Não;#N/D;;
Bahia;2;Urbano;7;Sim;#N/D;;
Ceará;2;Urbano;4;Sim;#N/D;;
São Paulo;4;Rural;7;Não;#N/D;;
Paraíba;4;Urbano;6;Não;#N/D;;
Pernambuco;1;Urbano;8;Não;Regular;098.0;165
Piauí;7;Rural;4;Não;#N/D;;
São Paulo;5;Urbano;5;Não;Muito boa;094.0;185
Mato Grosso;2;Urbano;8;Não;#N/D;;
Maranhão;5;Rural;6;Não;#N/D;;
Santa Catarina;4;Rural;6;Não;#N/D;;
Pará;2;Urbano;5;Não;#N/D;;
São Paulo;3;Urbano;7;Não;Muito boa;113.0;183
São Paulo;4;Rural;5;Não;#N/D;;
Bahia;;Urbano;;;#N/D;;
Minas Gerais;3;Urbano;13;Não;#N/D;;
Paraná;;Urbano;;;#N/D;;
Distrito Federal;2;Rural;5;Não;Boa;057.0;160
Pernambuco;2;Urbano;7;Sim;Regular;074.0;171
Santa Catarina;2;Rural;7;Não;Boa;;
Mato Grosso;;Urbano;;;#N/D;;
Bahia;;Urbano;;;#N/D;;
Mato Grosso;4;Urbano;5;Não;#N/D;;
Alagoas;2;Urbano;5;Não;#N/D;;
Rio Grande do Norte;3;Rural;6;Não;Boa;065.0;166
Minas Gerais;3;Urbano;5;Não;#N/D;;
Pernambuco;3;Urbano;4;Não;Boa;095.0;165
Mato Grosso do Sul;2;Rural;6;Não;#N/D;;
Pará;3;Urbano;11;Não;Boa;083.0;160
Roraima;3;Urbano;5;Não;#N/D;;
Mato Grosso do Sul;2;Urbano;11;Não;#N/D;;
Pernambuco;3;Urbano;5;Não;Regular;082.0;183
Rondônia;5;Urbano;6;Não;Boa;060.0;165
Pará;4;Urbano;4;Não;#N/D;;
Acre;4;Rural;5;Não;#N/D;;
Pernambuco;5;Urbano;5;Não;Regular;081.0;163
Goiás;3;Urbano;7;Não;Muito boa;093.0;176
São Paulo;3;Urbano;6;Sim;#N/D;;
Rio Grande do Norte;2;Urbano;6;Não;Boa;056.0;158
Bahia;4;Rural;6;Sim;#N/D;;
Paraná;4;Urbano;5;Não;Boa;080.0;165
Sergipe;4;Rural;7;Não;#N/D;;
Bahia;4;Urbano;5;Não;#N/D;;
Paraíba;5;Rural;6;Não;#N/D;;
Roraima;3;Urbano;4;Não;#N/D;;
Mato Grosso do Sul;2;Urbano;6;Não;#N/D;;
Amazonas;8;Urbano;5;Não;Regular;060.0;168
Maranhão;4;Rural;3;Não;#N/D;;
Paraná;2;Urbano;5;Não;Boa;;158
Roraima;5;Urbano;4;Não;#N/D;;
Minas Gerais;2;Urbano;4;Não;Boa;073.0;158
Pernambuco;2;Urbano;7;Não;#N/D;;
Rio Grande do Sul;1;Urbano;4;Não;Boa;066.0;152
Ceará;7;Urbano;5;Não;Boa;064.0;
Paraíba;7;Urbano;7;Não;#N/D;;
Santa Catarina;4;Urbano;3;Não;#N/D;;
Goiás;3;Urbano;7;Não;Boa;057.0;167
Alagoas;7;Rural;3;Sim;Ruim;062.0;
Bahia;3;Urbano;4;Não;#N/D;;
Roraima;11;Urbano;8;Sim;#N/D;;
Paraíba;5;Rural;5;Não;#N/D;;
Maranhão;4;Urbano;9;Não;#N/D;;
Bahia;4;Urbano;4;Não;#N/D;;
Maranhão;5;Urbano;6;Não;#N/D;;
Goiás;3;Urbano;5;Não;#N/D;;
Ceará;3;Urbano;5;Não;Boa;076.0;
Rio Grande do Sul;2;Urbano;6;Sim;Ruim;080.0;167
Acre;3;Rural;4;Não;#N/D;;
Santa Catarina;2;Urbano;7;Sim;Muito ruim;084.0;159
Mato Grosso do Sul;2;Rural;5;Não;#N/D;;
Ceará;;Urbano;;;#N/D;;
Amapá;3;Urbano;4;Não;Boa;080.0;176
Ceará;4;Urbano;10;Não;#N/D;;
Rio de Janeiro;1;Urbano;5;Sim;Muito ruim;085.0;165
Espírito Santo;4;Urbano;4;Não;#N/D;;
Mato Grosso do Sul;4;Urbano;6;Não;#N/D;;
Acre;3;Urbano;9;Não;Regular;074.0;165
Pará;4;Rural;4;Não;Boa;053.0;155
Santa Catarina;4;Rural;7;Não;Boa;097.0;183
Alagoas;2;Urbano;6;Não;#N/D;;
Amazonas;3;Urbano;6;Não;#N/D;;
Ceará;6;Rural;8;Não;#N/D;;
Maranhão;6;Rural;3;Não;#N/D;;
Acre;6;Urbano;4;Não;#N/D;;
Mato Grosso;3;Urbano;5;Não;#N/D;;
Bahia;2;Urbano;8;Não;#N/D;;
Pará;1;Urbano;4;Sim;Regular;059.0;
Rio Grande do Sul;6;Rural;5;Não;#N/D;;
Distrito Federal;2;Urbano;8;Não;#N/D;;
Pará;2;Urbano;5;Não;#N/D;;
Pará;6;Rural;6;Não;Boa;088.0;
Mato Grosso;4;Urbano;6;Não;Boa;055.0;169
Mato Grosso do Sul;2;Urbano;6;Não;Muito ruim;065.0;158
Ceará;3;Rural;8;Não;#N/D;;
São Paulo;;Urbano;;;#N/D;;
Bahia;3;Urbano;5;Sim;#N/D;;
Pará;3;Urbano;5;Sim;#N/D;;
Paraíba;4;Urbano;10;Não;#N/D;;
São Paulo;2;Urbano;12;Não;Muito boa;067.0;166
Amazonas;2;Urbano;3;Não;Regular;099.0;165
Acre;5;Urbano;4;Não;Boa;070.0;151
Ceará;1;Rural;5;Não;Boa;042.0;150
Mato Grosso;;Rural;;;#N/D;;
Acre;2;Rural;5;Não;Regular;078.0;163
São Paulo;3;Urbano;3;Não;#N/D;;
São Paulo;5;Urbano;5;Não;#N/D;;
Bahia;8;Urbano;5;Sim;#N/D;;
Pernambuco;3;Urbano;7;Não;#N/D;;
Acre;2;Rural;5;Não;#N/D;;
Roraima;3;Urbano;6;Não;Muito boa;068.0;167
Acre;5;Rural;6;Não;Ruim;075.0;169
Distrito Federal;3;Urbano;9;Não;#N/D;;
São Paulo;3;Urbano;6;Não;Muito boa;075.0;155
Pernambuco;;Urbano;;;#N/D;;
Rio de Janeiro;3;Urbano;5;Não;#N/D;;
Espírito Santo;6;Urbano;5;Não;#N/D;;
Bahia;7;Rural;7;Não;#N/D;;
Distrito Federal;4;Urbano;4;Não;#N/D;;
Rio Grande do Norte;5;Rural;7;Não;#N/D;;
Rio Grande do Sul;5;Urbano;9;Não;#N/D;;
Paraná;8;Rural;6;Não;#N/D;;
Mato Grosso do Sul;4;Urbano;6;Não;#N/D;;
Rio Grande do Norte;3;Urbano;5;Não;#N/D;;
Rio de Janeiro;4;Urbano;4;Não;Muito boa;070.0;165
Pernambuco;4;Urbano;8;Não;#N/D;;
Distrito Federal;5;Urbano;7;Não;#N/D;;
Santa Catarina;4;Urbano;8;Não;#N/D;;
Rio de Janeiro;6;Urbano;4;Não;#N/D;;
Sergipe;1;Urbano;5;Não;Regular;054.0;155
Maranhão;3;Rural;7;Não;#N/D;;
Distrito Federal;4;Urbano;8;Não;#N/D;;
Pernambuco;4;Urbano;7;Não;#N/D;;
Minas Gerais;2;Urbano;6;Não;#N/D;;
Espírito Santo;2;Urbano;5;Não;#N/D;;
Roraima;6;Urbano;5;Não;#N/D;;
Roraima;10;Rural;2;Não;#N/D;;
Alagoas;6;Urbano;8;Não;#N/D;;
Paraíba;6;Rural;5;Não;Regular;056.0;154
Santa Catarina;2;Urbano;7;Não;#N/D;;
Maranhão;;Rural;;;#N/D;;
São Paulo;3;Urbano;5;Não;Regular;068.0;160
São Paulo;2;Urbano;4;Não;Regular;075.0;175
Sergipe;2;Urbano;5;Não;#N/D;;
Sergipe;3;Urbano;7;Não;Boa;062.0;178
Santa Catarina;1;Urbano;6;Não;Boa;;172
Goiás;5;Urbano;7;Não;Regular;061.0;160
Maranhão;2;Rural;5;Não;Boa;065.0;
Rio de Janeiro;4;Urbano;6;Não;#N/D;;
Pará;;Urbano;;;#N/D;;
Amazonas;7;Urbano;9;Não;#N/D;;
Mato Grosso;2;Urbano;4;Não;Regular;052.0;161
Minas Gerais;6;Urbano;6;Não;#N/D;;
Ceará;;Urbano;;;#N/D;;
Maranhão;7;Rural;5;Não;#N/D;;
Espírito Santo;1;Urbano;3;Não;Boa;060.0;
São Paulo;4;Urbano;3;Não;#N/D;;
São Paulo;3;Urbano;9;Não;#N/D;;
Bahia;4;Urbano;5;Não;Regular;101.0;184
Ceará;4;Rural;6;Não;#N/D;;
Mato Grosso do Sul;3;Urbano;4;Não;Boa;089.0;188
Sergipe;9;Urbano;14;Não;#N/D;;
Rio de Janeiro;2;Urbano;4;Não;Regular;063.0;159
Mato Grosso do Sul;5;Urbano;6;Não;#N/D;;
Pará;6;Rural;4;Não;#N/D;;
Paraíba;2;Urbano;5;Não;#N/D;;
Rio Grande do Sul;5;Urbano;9;Não;#N/D;;
Sergipe;2;Urbano;5;Não;#N/D;;
Paraíba;2;Urbano;5;Sim;Ruim;080.0;165
Santa Catarina;4;Rural;5;Não;Ruim;062.0;157
Espírito Santo;7;Urbano;4;Não;#N/D;;
Espírito Santo;;Rural;;;#N/D;;
Tocantins;4;Urbano;5;Não;#N/D;;
Mato Grosso;5;Urbano;6;Não;#N/D;;
Amazonas;11;Rural;5;Não;#N/D;;
São Paulo;3;Urbano;6;Sim;Regular;080.0;178
Pernambuco;4;Rural;4;Não;#N/D;;
Mato Grosso do Sul;6;Urbano;5;Não;#N/D;;
Pernambuco;2;Rural;6;Não;Boa;074.0;171
Santa Catarina;6;Urbano;6;Não;#N/D;;
Maranhão;1;Rural;4;Sim;Ruim;078.0;178
Mato Grosso do Sul;5;Urbano;4;Sim;#N/D;;
Rio de Janeiro;3;Urbano;5;Sim;#N/D;;
Mato Grosso;2;Urbano;8;Não;Boa;090.0;175
São Paulo;4;Rural;6;Não;#N/D;;
Rio de Janeiro;7;Urbano;4;Não;#N/D;;
